V1,V2,V3,V4,V5,V6
1178.451904296875,1171.0929,1167.2439,1132.922,1171.0422,1218.2255
9594.4033203125,9691.401,9453.837,9553.527,9550.359,9556.319
4104.935546875,4028.3062,4132.546,4295.3145,4284.6353,4352.7026
4163.78173828125,4165.179,4149.759,4206.674,4152.97,4085.6812
5087.93896484375,5095.571,5176.738,5302.578,5334.4185,5294.115
1136.8509521484375,1143.2397,1112.9884,1119.9658,1128.1199,1133.5142
4995.70703125,4916.1177,4970.5933,4888.2065,5170.5796,5369.9624
6358.3974609375,6379.648,6399.9087,6393.404,6414.632,6442.0527
9726.7626953125,9798.66,9533.224,9587.57,9664.887,9696.928
7431.74755859375,7408.189,7506.3647,7515.581,7506.3706,7508.9717
7219.447265625,7353.258,7006.2666,7176.6147,7300.3403,7682.942
7378.9501953125,7470.1846,7622.509,7762.415,7787.533,7836.8013
3847.1474609375,3900.7275,3835.0347,3781.4678,3833.7722,3837.7441
3542.690185546875,3581.9014,3554.7266,3586.5945,3689.8506,3634.2676
3904.745849609375,4157.8506,4426.34,4629.2715,4972.319,5225.0845
7055.640625,7579.176,8028.2363,8444.721,9058.533,9432.804
2616.846923828125,2624.4292,2652.7073,2669.6606,2660.4507,2655.1663
4038.041259765625,4049.147,4067.0889,4075.5447,4084.133,4074.5913
19527.7734375,20315.936,21117.57,21924.84,22898.29,23358.793
14833.69140625,15402.203,16135.848,16620.371,17281.512,18039.693
10100.32421875,10747.459,11430.559,11799.015,12443.281,12675.2
9138.033203125,9633.843,10121.609,10672.299,11071.513,11125.367
6314.34326171875,6417.9463,6664.5547,6922.0854,6991.7197,7043.698
17151.44140625,17759.73,18461.746,19427.586,19666.988,19709.777
4111.2421875,4278.6787,4446.596,4561.725,4788.35,4952.798
3314.76708984375,3511.4497,3734.587,3980.951,4179.8984,4217.2812
12430.466796875,13045.302,13674.621,14268.141,15042.445,15430.156
11702.12109375,12323.614,13006.666,13746.804,14416.34,14649.349
10238.521484375,10257.704,10290.535,10321.153,10349.583,10393.993
9572.5703125,9619.557,9659.181,9682.308,9720.0,9774.74
9992.2470703125,9984.124,10068.288,10018.207,10041.173,9950.925
8339.71875,8371.227,8361.577,8432.901,8485.58,8238.616
4558.0625,4663.742,4772.9355,4925.4297,5114.301,5170.131
7233.23291015625,7327.476,7404.704,7488.8066,7565.5312,7617.594
10307.666015625,10714.93,11182.293,11667.482,12121.43,12316.418
3679.782958984375,3773.2524,3868.7734,3950.481,4073.3198,4184.251
1968.3642578125,1976.3912,1967.8043,1997.645,1976.7549,1988.7434
7394.55517578125,7528.176,7635.006,7718.8374,7763.6875,7829.533
3253.519775390625,3363.6123,3475.517,3561.5767,3689.9634,3816.602
4261.068359375,4301.1665,4367.763,4402.617,4437.937,4492.8604
1119.957275390625,1119.3623,1124.2704,1144.8064,1152.0165,1158.4908
3214.971923828125,3203.1985,3229.8762,3235.617,3239.0938,3273.0603
2278.697998046875,2293.84,2310.2441,2325.9429,2326.71,2340.7896
12435.7841796875,12806.135,13226.959,13585.963,14121.058,14504.331
6868.24560546875,6875.7793,6953.585,6908.2217,6817.0654,6777.276
2621.31103515625,2693.699,2762.688,2840.3296,2871.9863,2872.8994
2002.5640869140625,2032.8467,2065.885,2085.0923,2100.5552,2134.3418
10355.3828125,10616.454,10879.787,11063.37,11291.658,11563.5
4368.234375,4433.467,4487.1357,4606.635,4622.304,4638.809
9854.275390625,10023.149,10230.427,10493.336,10751.465,10952.973
13327.3857421875,13877.698,14436.82,14909.666,15596.939,16060.22
7052.98876953125,7242.2104,7411.8643,7709.3594,7790.124,7884.466
1705.6373291015625,1762.2903,1829.7859,1891.8794,1974.5115,2020.895
2301.046142578125,2395.2258,2489.2896,2572.873,2696.3325,2773.666
8268.0556640625,8285.551,8377.97,8382.946,8392.026,8326.474
4879.11865234375,5076.6494,5273.1255,5398.208,5475.113,5607.9326
3808.02490234375,3768.0376,3892.7754,3808.2695,3872.8647,3899.4993
1962.9227294921875,2024.9266,2082.0764,2145.621,2203.6191,2230.7986
982.4234619140625,974.30334,980.6824,992.4978,989.16095,994.2903
2681.498779296875,2741.684,2817.2742,2878.3647,2947.3777,3041.949
2327.54736328125,2442.84,2582.9614,2726.0884,2800.4702,2802.6934
7308.8291015625,7051.9165,7239.3896,7240.0317,8062.199,8465.653
4775.6484375,4988.2876,5200.549,5447.3994,5525.3945,5546.563
8196.5625,8350.287,8515.129,8618.304,8785.338,8960.023
8675.2001953125,8758.836,9011.131,9295.748,9509.669,9596.976
3679.49072265625,3772.745,3867.9326,3949.9404,4072.4954,4182.5684
10896.9189453125,11280.332,11633.883,11947.276,12356.941,12651.789
4205.91064453125,4487.0264,4769.0825,5061.131,5367.8594,5461.3853
3147.3291015625,3201.7854,3258.0293,3307.458,3370.789,3438.286
7362.205078125,7331.6787,7487.285,7662.6704,7530.5386,7358.0293
4033.561279296875,4075.6562,4139.5303,4239.988,4262.327,4284.816
1132.935546875,1134.7848,1136.6357,1135.6023,1131.5417,1138.4507
10360.84765625,10626.338,10892.782,11081.406,11318.315,11591.957
8501.556640625,8569.393,8523.944,8784.902,8586.833,8543.714
6899.958984375,6941.8223,7052.146,7257.116,7272.548,7470.901
9202.37109375,9373.074,9596.154,9839.564,9847.1455,9930.856
8315.220703125,8336.732,8352.754,8481.723,8595.424,8569.651
1074.449951171875,1094.0548,1105.1597,1119.5018,1127.0521,1129.0769
4541.8876953125,4551.346,4549.4883,4542.168,4568.463,4561.942
1727.0301513671875,1720.3401,1747.5925,1754.5182,1747.9116,1754.6212
7355.9638671875,7271.533,7421.124,7466.7314,7459.204,7693.145
3299.24658203125,3384.7104,3463.3218,3557.2551,3628.7683,3693.2808
2434.13330078125,2434.501,2435.4763,2449.5225,2441.5369,2418.3684
3867.280517578125,3807.873,3924.5896,3888.4138,4114.602,4237.4062
4049.1943359375,4034.2476,4169.0566,4215.5435,4327.288,4423.2793
4793.80078125,4791.5703,4806.8696,4820.4443,4828.0317,4821.1494
1450.979248046875,1488.7522,1410.2125,1462.985,1459.0822,1496.5895
2044.72265625,2018.6233,2028.591,2059.5305,2143.965,2237.1418
1724.5450439453125,1718.3021,1745.3768,1751.3585,1744.6654,1752.5627
2087.595947265625,2076.7222,2112.9717,2092.4385,2077.5044,2079.3003
1816.4249267578125,1824.7634,1870.725,1887.5713,1856.4012,1913.9108
8754.796875,8561.649,8568.465,8210.449,8958.994,9188.088
2712.3115234375,2720.0793,2726.1147,2715.9346,2712.917,2720.095
3418.1806640625,3491.9814,3544.891,3580.4922,3663.501,3683.9656
4062.52392578125,4105.7046,4145.9453,4174.2905,4220.3555,4249.4316
8845.4990234375,8983.808,9093.859,9184.986,9213.929,9262.625
5024.7939453125,5049.824,5105.727,5133.6914,5154.1,5185.3184
1688.4609375,1705.2551,1739.0074,1764.409,1764.9607,1784.3065
1533.24365234375,1531.3855,1554.0842,1549.4436,1534.5845,1545.2227
1418.688720703125,1419.042,1419.574,1422.7344,1425.3445,1426.969
1151.904541015625,1162.2651,1167.0735,1193.9214,1196.6715,1200.9966
6164.49462890625,6357.9585,6570.746,6745.7646,6921.199,7127.209
3866.163818359375,3776.884,3777.5405,3796.7163,4021.4585,4079.338
10051.1142578125,10396.401,10777.402,11131.408,11566.796,11804.804
6122.6796875,6110.26,6174.5244,6128.364,6113.3867,6082.9893
12257.015625,12527.6,12806.793,12988.119,13199.347,13487.269
6414.2109375,6552.3955,6668.9883,6745.3784,6912.2144,7039.613
4177.255859375,4179.3057,4198.499,4189.521,4199.3403,4184.659
8142.5380859375,8385.616,8656.74,8946.08,9242.375,9387.397
8708.5390625,8894.134,9134.071,9488.415,9571.912,9618.747
988.694580078125,989.4255,1004.0699,1001.24866,1002.6293,992.80914
7891.83447265625,8060.6543,8220.369,8405.5,8560.214,8610.76
6059.15185546875,6175.6084,6294.831,6435.143,6505.79,6508.7373
4136.732421875,4248.642,4359.8647,4457.3423,4609.8594,4717.6035
4365.18505859375,4480.206,4591.7153,4654.5527,4739.7886,4837.12
1626.56591796875,1658.6523,1685.8601,1675.5679,1754.0142,1740.4746
2362.848876953125,2364.6333,2368.2747,2367.3794,2368.3025,2367.032
2947.539306640625,2949.0613,2964.1997,2985.6826,2994.9766,2985.6677
5037.94677734375,5031.583,5154.3467,5332.545,5449.1,5501.4736
12610.2890625,12784.852,12928.214,13194.235,13160.751,13453.02
2005.672119140625,2010.9845,2027.6835,2032.2823,2043.3193,2055.714
5154.5234375,5200.1777,5246.188,5258.574,5307.6064,5341.062
2415.7978515625,2418.607,2438.565,2467.5286,2528.865,2584.054
2238.043212890625,2257.4546,2280.7866,2302.6987,2307.2017,2317.5972
3599.0771484375,3626.4248,3644.498,3670.2244,3675.652,3692.934
1769.7738037109375,1799.03,1822.0946,1808.2474,1896.5691,1878.9075
1185.231689453125,1194.9697,1202.1957,1199.5996,1215.5432,1214.1652
1474.5208740234375,1474.8047,1474.7107,1477.8873,1478.7617,1476.9039
12168.908203125,12232.616,12303.051,12577.632,12583.467,13012.737
1809.3929443359375,1837.8026,1867.5708,1886.2853,1914.7472,1944.1321
2675.3720703125,2648.376,2672.032,2714.7524,2709.3882,2722.6677
1560.3115234375,1574.4143,1590.033,1600.24,1612.1335,1629.935
5976.4677734375,6017.7207,6076.8096,6149.3423,6162.491,6180.1924
1078.569580078125,1074.1466,1089.2615,1078.6097,1077.084,1066.1742
7754.06201171875,7728.2866,7774.1313,7789.702,7823.5454,7786.231
5473.6953125,5618.174,5801.1567,5954.223,6180.2466,6320.7427
4462.111328125,4575.806,4727.0396,4823.1016,4966.9395,5122.4453
1532.8857421875,1559.4253,1583.0801,1602.7129,1631.3269,1656.9116
1335.474853515625,1344.3374,1353.3811,1361.1584,1372.9359,1381.2712
2672.1298828125,2712.1333,2753.0415,2784.5347,2833.566,2880.5054
2302.32470703125,2372.1006,2443.6614,2510.1116,2601.7188,2652.7466
20534.7578125,21572.227,22644.379,23856.379,24779.781,24950.178
11837.193359375,12428.525,13229.068,14269.014,14947.224,15026.414
19272.150390625,20125.379,20970.379,21702.188,22859.385,23795.328
2139.1181640625,2099.7795,2169.7664,2114.1284,2092.395,1953.604
3712.9560546875,3846.1182,3989.6035,4127.213,4308.582,4408.5337
8744.69921875,9164.363,9586.556,10010.855,10487.99,10637.237
6346.9501953125,6813.372,7327.1045,7793.4326,8420.617,8914.325
6415.978515625,6508.077,6797.5674,6794.8184,7296.3447,7241.6484
2480.07763671875,2561.3848,2649.8486,2719.3418,2842.858,2928.6267
3876.436767578125,4045.0928,4222.6567,4391.459,4620.125,4775.9707
1904.2791748046875,1959.3333,2007.3838,2073.264,2099.4746,2172.4749
10654.9990234375,10910.3545,11218.049,11573.238,11734.954,11757.415
4772.54443359375,5020.16,5351.1445,5686.257,6004.16,6074.4316
3336.0185546875,3536.7373,3751.3174,3985.5042,4214.0913,4284.532
2599.982177734375,2707.2634,2818.583,2961.9656,3006.0664,3013.589
14647.5625,15437.793,16571.426,18033.178,18841.178,18946.803
19941.6484375,20735.938,21553.732,22262.506,23303.785,24246.938
4326.97021484375,4439.53,4586.5703,4778.796,4845.43,4852.8813
5250.66064453125,5455.46,5642.152,5854.9023,6082.7607,6174.158
10291.361328125,10726.424,11186.433,11666.518,12327.727,12657.549
8518.0283203125,8732.213,9273.113,9879.045,10194.102,10280.648
10278.1171875,10419.353,10575.179,10876.907,11498.447,11814.66
2057.989013671875,2126.8809,2195.4844,2255.2878,2337.0598,2379.9468
6110.9501953125,6384.0986,6757.509,7316.8354,7431.0303,7452.326
8999.7294921875,9124.319,9411.1045,9697.247,10089.048,10218.924
3567.19287109375,3788.838,4041.2773,4331.464,4515.9897,4539.3433
10337.9619140625,10701.886,11213.344,11799.198,12268.43,12384.563
3816.853515625,3970.7886,4147.6577,4322.0034,4574.6187,4772.105
11966.884765625,12922.578,14088.924,15074.592,16529.084,17712.092
2328.5458984375,2458.7705,2640.139,2826.2395,2929.5635,2933.7402
15634.6728515625,15983.15,16363.257,16609.768,16998.357,17491.389
918.5462646484375,855.4553,896.92786,837.27344,771.27185,745.51086
